ID,FINGER_POS_1,FINGER_POS_2,FINGER_POS_3,FINGER_POS_4,FINGER_POS_5,FINGER_POS_6,FINGER_POS_7,FINGER_POS_8,FINGER_POS_9,FINGER_POS_10,FINGER_POS_11,FINGER_POS_12
146,0.02243988588452339,0.05917685478925705,0.12816578149795532,0.03357622027397156,-0.009575080126523972,0.12592479586601257,0.05228033661842346,-0.0557929091155529,0.12487947940826416,0.04370689392089844,0.01673574186861515,-0.05409107357263565
1474,0.010901019908487797,0.060611408203840256,0.13097231090068817,0.018688296899199486,-0.0068960003554821014,0.13688738644123077,0.02036815695464611,-0.057192545384168625,0.14363229274749756,0.03797740489244461,0.03266584128141403,-0.06476566195487976
213,0.04484093561768532,0.05585269257426262,0.11517339944839478,0.07084403932094574,-0.007730141282081604,0.07291904836893082,0.05935008078813553,-0.05721296742558479,0.08909551799297333,0.04358635097742081,0.02728433348238468,-0.042528823018074036
2831,0.052850350737571716,0.05467803031206131,0.1093800961971283,0.07467342913150787,-0.00618106871843338,0.10086166858673096,0.07404360175132751,-0.04337763413786888,0.0356171578168869,0.04891762137413025,0.05985100567340851,-0.037577249109745026
26,0.019136417657136917,0.05870365723967552,0.1266474723815918,0.04795190319418907,-0.008886577561497688,0.10946275293827057,0.05116267129778862,-0.043260835111141205,0.044117480516433716,0.04781583696603775,0.041098400950431824,-0.0545060858130455
3900,0.04944213479757309,0.05556601285934448,0.11661802232265472,0.07601778209209442,-0.0073247030377388,0.09993080049753189,0.06871548295021057,-0.04721071198582649,0.043343592435121536,0.04419679194688797,0.028129352256655693,-0.028381360694766045
432,0.005310646258294582,0.06039094552397728,0.1329573690891266,0.02431245520710945,-0.007057897746562958,0.13624460995197296,0.052742552012205124,-0.05344477668404579,0.04322168976068497,0.04536674916744232,0.04868026822805405,-0.05180908739566803
1112,0.0384892076253891,0.05749068781733513,0.11770008504390717,0.03852412477135658,-0.00869930163025856,0.12603214383125305,0.0643729418516159,-0.045887064188718796,0.07711929082870483,0.035392262041568756,0.042282067239284515,-0.056792840361595154
3719,0.022676877677440643,0.05907630920410156,0.12597250938415527,0.05850069969892502,-0.010198824107646942,0.10191024094820023,0.06340653449296951,-0.04114667698740959,0.043269965797662735,0.046953342854976654,0.017733167856931686,-0.057033099234104156
3193,0.024734191596508026,0.059265125542879105,0.1279948651790619,0.04870107024908066,-0.00898301973938942,0.12041077017784119,0.062450386583805084,-0.04332718625664711,0.05389167368412018,0.04744336009025574,0.008662109263241291,-0.048605453222990036
