ID,FINGER_POS_1,FINGER_POS_2,FINGER_POS_3,FINGER_POS_4,FINGER_POS_5,FINGER_POS_6,FINGER_POS_7,FINGER_POS_8,FINGER_POS_9,FINGER_POS_10,FINGER_POS_11,FINGER_POS_12
146,0.07385333627462387,0.05148056149482727,0.09084778279066086,0.0769163966178894,0.0019293809309601784,0.05813503637909889,0.0724298506975174,-0.039731886237859726,0.02863055281341076,0.05263069272041321,0.0607261024415493,9.085237979888916e-05
1474,0.07090210914611816,0.05219653621315956,0.0960271954536438,0.08616939187049866,0.002446749247610569,0.058938659727573395,0.06857152283191681,-0.0452326275408268,0.03623584657907486,0.047879867255687714,0.05866897478699684,0.01744893565773964
213,0.06809477508068085,0.05248785763978958,0.09658646583557129,0.08446063101291656,0.0013341894373297691,0.05480672046542168,0.08679582178592682,-0.04150768369436264,0.010270520113408566,0.05276251584291458,0.051593001931905746,0.018473610281944275
2831,0.06626097112894058,0.0529642254114151,0.10331376641988754,0.08163397014141083,0.0023661525920033455,0.07398933917284012,0.06809680908918381,-0.04452816769480705,-0.0003902176395058632,0.050669919699430466,0.05701885744929314,0.02565193921327591
26,0.06361520290374756,0.05270140618085861,0.10317212343215942,0.0748724415898323,0.0026559019461274147,0.07378388941287994,0.07225596159696579,-0.04293399304151535,0.0028706789016723633,0.051892660558223724,0.06689457595348358,0.009368561208248138
3900,0.06947192549705505,0.05297815427184105,0.09545442461967468,0.08876587450504303,0.0029718875885009766,0.04581144452095032,0.07368429750204086,-0.0413205549120903,-0.006037699058651924,0.04706982895731926,0.058016445487737656,0.02823755145072937
432,0.06677410006523132,0.05124625563621521,0.09820010513067245,0.07823853939771652,0.0018162773922085762,0.06859827041625977,0.05866198241710663,-0.040574412792921066,0.004393134731799364,0.0516052283346653,0.044917233288288116,-0.0015937276184558868
1112,0.06446614116430283,0.05423138290643692,0.10200710594654083,0.08412934839725494,0.0024892203509807587,0.05945529788732529,0.07083941251039505,-0.039803147315979004,0.010670502670109272,0.04871220886707306,0.06449013203382492,0.020452670753002167
3719,0.07255425304174423,0.051917094737291336,0.0921359732747078,0.09339086711406708,0.004149549640715122,0.04515249282121658,0.06786344945430756,-0.0435444638133049,-0.015111980959773064,0.04957673326134682,0.05455544963479042,0.02529146522283554
3193,0.07277854532003403,0.05119789019227028,0.08999817073345184,0.08817104995250702,0.0021055713295936584,0.0448574423789978,0.06929724663496017,-0.03710632771253586,0.004368809051811695,0.0469101257622242,0.06606767326593399,0.01177859678864479
