ID,FINGER_POS_1,FINGER_POS_2,FINGER_POS_3,FINGER_POS_4,FINGER_POS_5,FINGER_POS_6,FINGER_POS_7,FINGER_POS_8,FINGER_POS_9,FINGER_POS_10,FINGER_POS_11,FINGER_POS_12
146,0.037646498531103134,0.056028492748737335,0.12733100354671478,0.03875361755490303,-0.001278335228562355,0.12414106726646423,0.045990459620952606,-0.05108343064785004,0.11079176515340805,0.05402500554919243,0.020592214539647102,-0.04543289542198181
1474,0.018075931817293167,0.0566435344517231,0.13567672669887543,0.028052620589733124,0.0007388526573777199,0.13272051513195038,0.02530597150325775,-0.05719418451189995,0.13236743211746216,0.05141705647110939,0.03759113326668739,-0.04750398173928261
213,0.04789266735315323,0.05508236587047577,0.12299694120883942,0.08466802537441254,-0.0030980240553617477,0.041677962988615036,0.07566417753696442,-0.05259755253791809,0.07981154322624207,0.05166276544332504,0.02742510661482811,-0.021998681128025055
2831,0.07088593393564224,0.05316172167658806,0.10875209420919418,0.08792543411254883,-0.0027455855160951614,0.09455758333206177,0.0871485099196434,-0.041941121220588684,0.022951936349272728,0.0749172791838646,0.0636197179555893,-0.023197662085294724
26,0.03548329696059227,0.05603961646556854,0.12915952503681183,0.06983062624931335,-0.0012794137001037598,0.09406136721372604,0.04727444052696228,-0.041330140084028244,0.0296917911618948,0.04988080635666847,0.044805966317653656,-0.048492368310689926
3900,0.06510626524686813,0.055142804980278015,0.116364486515522,0.08407808840274811,-0.003114122897386551,0.09383895248174667,0.0667058527469635,-0.04396101459860802,0.03357476741075516,0.0543457455933094,0.026533115655183792,-0.025243844836950302
432,0.01645047403872013,0.057016462087631226,0.13440492749214172,0.027846597135066986,-0.0008262693881988525,0.1361846625804901,0.07558882236480713,-0.054978691041469574,0.02770339697599411,0.05631262809038162,0.05265461280941963,-0.03357043117284775
1112,0.04865556210279465,0.053532473742961884,0.12271668016910553,0.047940921038389206,-0.002068236470222473,0.12148256599903107,0.06893546134233475,-0.042396578937768936,0.05366649851202965,0.047634098678827286,0.05069974437355995,-0.032100677490234375
3719,0.03547173738479614,0.055621519684791565,0.12679047882556915,0.0713857114315033,-0.0034190062433481216,0.09704012423753738,0.06941968202590942,-0.04005748778581619,0.03309287130832672,0.05532427504658699,0.016418423503637314,-0.044219858944416046
3193,0.038619961589574814,0.054962459951639175,0.12773002684116364,0.06273938715457916,-0.0027712788432836533,0.11709988862276077,0.05608794093132019,-0.041223399341106415,0.03557648882269859,0.05703136324882507,0.008442413061857224,-0.037545833736658096
2408,0.08187547326087952,0.05286787822842598,0.09428686648607254,0.09618112444877625,-0.003520578145980835,0.06444338709115982,0.0905250608921051,-0.04076162353157997,0.057652153074741364,0.07680164277553558,0.08192194998264313,-0.018360208719968796
262,0.03118906542658806,0.05650876834988594,0.13060125708580017,0.09473851323127747,0.005736980587244034,0.08114679157733917,0.02106938511133194,-0.0483340322971344,-0.04893540218472481,0.07770850509405136,0.022808672860264778,-0.059206195175647736
971,0.061003461480140686,0.05283099785447121,0.11546418815851212,0.07378615438938141,-0.003488898277282715,0.09029459208250046,0.06572616100311279,-0.04081866890192032,0.05332043766975403,0.053132064640522,0.034326814115047455,-0.05855195224285126
237,0.029968082904815674,0.05514012277126312,0.1294400840997696,0.08934515714645386,0.005269643850624561,0.0902681052684784,0.021260717883706093,-0.05024531111121178,-0.04008758068084717,0.0587635263800621,0.0319608598947525,-0.011833829805254936
2450,0.05873588100075722,0.054048970341682434,0.1150522232055664,0.06506459414958954,-0.0022321436554193497,0.10225483775138855,0.05358344316482544,-0.05320442467927933,0.09661655128002167,0.04599537327885628,0.050431959331035614,-0.04039141535758972
619,0.0427003838121891,0.055145956575870514,0.12611550092697144,0.1012037992477417,0.005213087424635887,0.06122580170631409,0.02908770553767681,-0.04984799772500992,-0.03475280478596687,0.04846795275807381,0.07258528470993042,-0.006200872361660004
3944,0.029680155217647552,0.0526747927069664,0.12441091239452362,0.05235865339636803,-0.015610825270414352,0.09624206274747849,0.043912604451179504,-0.07462726533412933,0.06463377922773361,0.08485059440135956,-0.014328457415103912,-0.07441335916519165
434,0.01645069383084774,0.057515665888786316,0.13823407888412476,0.018467100337147713,0.0018400680273771286,0.13517799973487854,0.03244103491306305,-0.057598087936639786,0.12469420582056046,0.05998103693127632,0.06394611299037933,-0.03938646987080574
651,0.03477286174893379,0.05561240762472153,0.1302994042634964,0.031429316848516464,-0.0016669556498527527,0.13240200281143188,0.021050099283456802,-0.05654207244515419,0.1298215389251709,0.055084243416786194,0.03470158949494362,-0.07192283868789673
1994,0.04255400970578194,0.0559697188436985,0.12587644159793854,0.06081628426909447,-0.002434391528367996,0.10627336800098419,0.06279005110263824,-0.04010513424873352,0.04622212052345276,0.05598073452711105,0.016114655882120132,-0.058873943984508514
923,0.061063412576913834,0.052294954657554626,0.11661352962255478,0.06952568888664246,0.002024419605731964,0.10576994717121124,0.05879240483045578,-0.04093540459871292,0.02650444395840168,0.055368438363075256,0.026626691222190857,-0.05328895151615143
1586,0.02673262357711792,0.05638842284679413,0.12983159720897675,0.07575532793998718,0.003188595175743103,0.10409243404865265,0.036837220191955566,-0.05076889321208,-0.018595902249217033,0.06573745608329773,0.07743921130895615,-0.007104635238647461
2079,0.050158292055130005,0.05246138572692871,0.11776500195264816,0.06306418776512146,7.251091301441193e-05,0.10781911760568619,0.055954836308956146,-0.04214116185903549,0.02499452605843544,0.053631313145160675,0.033356666564941406,-0.0647348165512085
2152,0.07484700530767441,0.051600754261016846,0.10220582783222198,0.09591855108737946,-0.003966843709349632,0.06331156939268112,0.09347724169492722,-0.047536082565784454,0.06099572777748108,0.054263636469841,0.08989385515451431,-0.005359861999750137
2345,0.03121797740459442,0.05588236451148987,0.12999778985977173,0.045286018401384354,-0.0014923140406608582,0.12353777885437012,0.03154962509870529,-0.0553770586848259,0.12736323475837708,0.033957820385694504,0.05618829280138016,-0.01636248081922531
1800,0.05344516038894653,0.05454563349485397,0.12282049655914307,0.07868458330631256,0.004897741600871086,0.1004483625292778,0.06754378229379654,-0.05059836804866791,0.025106431916356087,0.058532632887363434,0.010225828737020493,-0.042020924389362335
