ID,FINGER_POS_1,FINGER_POS_2,FINGER_POS_3,FINGER_POS_4,FINGER_POS_5,FINGER_POS_6,FINGER_POS_7,FINGER_POS_8,FINGER_POS_9,FINGER_POS_10,FINGER_POS_11,FINGER_POS_12
146,0.044747237116098404,0.05564076453447342,0.11455974727869034,0.04821934178471565,-0.006846815347671509,0.12214558571577072,0.05588895455002785,-0.05301366746425629,0.11158257722854614,0.04780706390738487,0.010633201338350773,-0.059147827327251434
1474,0.035636235028505325,0.07816316187381744,0.08994007855653763,0.0716642439365387,-0.02189410850405693,0.10234453529119492,-0.03748481348156929,-0.08053430914878845,0.1715770959854126,0.04650132358074188,0.06981241703033447,-0.06861665099859238
213,0.05887402221560478,0.05322319269180298,0.10585565119981766,0.09253459423780441,-0.006334206089377403,0.03690081834793091,0.0789128988981247,-0.05346748232841492,0.07811012864112854,0.04879327490925789,0.020949359983205795,-0.03733094036579132
2831,0.07729402929544449,0.05330589413642883,0.09843619912862778,0.0971849337220192,-0.00699324905872345,0.09003578126430511,0.0864197388291359,-0.04162309691309929,0.017273392528295517,0.06282943487167358,0.05714203789830208,-0.04223252832889557
26,0.03935134410858154,0.05719698593020439,0.11834484338760376,0.07498008012771606,-0.007862336933612823,0.0893515944480896,0.04594855010509491,-0.03928639367222786,0.028035981580615044,0.04972448572516441,0.03899875655770302,-0.05961757153272629
3900,0.06618844717741013,0.054071176797151566,0.1068650409579277,0.09551519900560379,-0.00847962498664856,0.08514422923326492,0.06267192959785461,-0.043474189937114716,0.025078434497117996,0.05764084309339523,0.015933241695165634,-0.047073014080524445
432,0.01805071532726288,0.05917513743042946,0.12652842700481415,0.037535179406404495,-0.007333459332585335,0.13049736618995667,0.08446984738111496,-0.053646914660930634,0.033968061208724976,0.052310243248939514,0.046177662909030914,-0.051315560936927795
1112,0.059933025389909744,0.07323457300662994,0.08096606284379959,0.08503910154104233,-0.02049684152007103,0.09363050013780594,0.006563980598002672,-0.06563350558280945,0.0926426351070404,0.041249945759773254,0.08139856159687042,-0.05667295306921005
3719,0.03902139514684677,0.05688192695379257,0.11719786375761032,0.08211784064769745,-0.009660221636295319,0.08800500631332397,0.06865350157022476,-0.03877873718738556,0.03063245862722397,0.05545279383659363,0.012156317941844463,-0.06358134001493454
3193,0.03645791485905647,0.057187650352716446,0.11934524774551392,0.07006102055311203,-0.010167853906750679,0.10839638859033585,0.053918126970529556,-0.04005284607410431,0.04200279712677002,0.057609476149082184,-0.0020851679146289825,-0.056350819766521454
2408,0.0850612223148346,0.05101463943719864,0.08052297681570053,0.10024801641702652,-0.010173438116908073,0.06276698410511017,0.08903788775205612,-0.042270999401807785,0.061392396688461304,0.05913412570953369,0.06892246752977371,-0.03619116544723511
262,0.03990909829735756,0.0576171912252903,0.11909488588571548,0.11242914944887161,-0.002295851707458496,0.06982903927564621,0.021819619461894035,-0.04545864462852478,-0.050195615738630295,0.07798923552036285,0.012567092664539814,-0.08070633560419083
971,0.061790719628334045,0.0534227080643177,0.10546965152025223,0.07907262444496155,-0.00895221158862114,0.08023828268051147,0.06353412568569183,-0.04285352677106857,0.054013364017009735,0.04718339443206787,0.026124589145183563,-0.07334374636411667
237,0.03336845338344574,0.0567837618291378,0.12247566133737564,0.10482899844646454,-0.0017096400260925293,0.0794476866722107,0.02640104480087757,-0.050046950578689575,-0.04383813217282295,0.06114199012517929,0.0257362462580204,-0.025527028366923332
