ID,FINGER_POS_1,FINGER_POS_2,FINGER_POS_3,FINGER_POS_4,FINGER_POS_5,FINGER_POS_6,FINGER_POS_7,FINGER_POS_8,FINGER_POS_9,FINGER_POS_10,FINGER_POS_11,FINGER_POS_12
146,0.052295785397291183,0.05840041860938072,0.11041995137929916,0.054288361221551895,0.008639269508421421,0.1275281459093094,0.06431206315755844,-0.07417315989732742,0.16282376646995544,0.030818073078989983,0.07011225819587708,-0.057627152651548386
1474,0.053293194621801376,0.057246576994657516,0.10828325152397156,0.04382390156388283,0.00935074407607317,0.13463985919952393,0.0435035265982151,-0.07979641854763031,0.16795383393764496,0.007120844442397356,0.05385593697428703,-0.06685104221105576
213,0.06421266496181488,0.06140056625008583,0.10811714828014374,0.0991901308298111,0.004474540241062641,0.08656870573759079,0.07595077902078629,-0.06047270819544792,0.11812815815210342,0.04093843325972557,0.09068233519792557,-0.053987570106983185
2831,0.07905232906341553,0.06018447503447533,0.10394029319286346,0.09296882897615433,0.00630743894726038,0.09393995255231857,0.0743168368935585,-0.06423952430486679,0.11107587814331055,0.03118017129600048,0.07164356112480164,-0.06071784347295761
26,0.0640266090631485,0.058982301503419876,0.09245260804891586,0.07220074534416199,0.006165173836052418,0.08799532055854797,0.07034806907176971,-0.06733223050832748,0.1368802934885025,0.029477806761860847,0.07213929295539856,-0.05664651840925217
3900,0.07146485149860382,0.05901886895298958,0.10753990709781647,0.09433382004499435,0.006349192000925541,0.08890576660633087,0.07001751661300659,-0.06364370882511139,0.10328225046396255,0.026279745623469353,0.06531061977148056,-0.05761019513010979
432,0.07776595652103424,0.05629349127411842,0.09060580283403397,0.06766879558563232,0.009270095266401768,0.09327047318220139,0.04271050542593002,-0.07106974720954895,0.12512265145778656,0.016598939895629883,0.07151651382446289,-0.043759334832429886
1112,0.06238589063286781,0.05746186897158623,0.10315191000699997,0.06199592351913452,0.0077135516330599785,0.11186052113771439,0.0623345673084259,-0.07066981494426727,0.1401398479938507,0.014414455741643906,0.04966340586543083,-0.07252943515777588
3719,0.058422040194272995,0.05989036336541176,0.11186870187520981,0.07550505548715591,0.007533214055001736,0.10050072520971298,0.06278439611196518,-0.06777698546648026,0.12545746564865112,0.021032948046922684,0.048943113535642624,-0.06816016137599945
3193,0.0549776516854763,0.05878564342856407,0.11253511905670166,0.06226528435945511,0.008231042884290218,0.1132945641875267,0.05975554883480072,-0.07042904943227768,0.1444275677204132,0.015090012922883034,0.03699617460370064,-0.07296637445688248
2408,0.09555387496948242,0.055683549493551254,0.07540770620107651,0.09762126952409744,0.005096358247101307,0.07535192370414734,0.0677444264292717,-0.06286794692277908,0.1170465499162674,0.02577379159629345,0.07704003900289536,-0.06664353609085083
