ID,FINGER_POS_1,FINGER_POS_2,FINGER_POS_3,FINGER_POS_4,FINGER_POS_5,FINGER_POS_6,FINGER_POS_7,FINGER_POS_8,FINGER_POS_9,FINGER_POS_10,FINGER_POS_11,FINGER_POS_12
146,0.04467189684510231,0.05183042585849762,0.12568271160125732,0.029734188690781593,0.000755988759920001,0.12170257419347763,0.05099128186702728,-0.049297746270895004,0.14234758913516998,0.04486892744898796,-0.008012416772544384,-0.04650726169347763
1474,0.03537935018539429,0.05378929153084755,0.12937085330486298,0.014166034758090973,0.00435134582221508,0.14095917344093323,0.028502602130174637,-0.05458091199398041,0.12811493873596191,0.059369105845689774,-0.012592954561114311,-0.08786754310131073
213,0.0731721967458725,0.05010064318776131,0.10758981853723526,0.06703931093215942,-0.0019087821710854769,0.07603870332241058,0.060044772922992706,-0.053090766072273254,0.1671442687511444,0.04774174094200134,0.002505779964849353,-0.017363717779517174
2831,0.07361710071563721,0.04969554394483566,0.10326697677373886,0.06517688930034637,-0.00015021697618067265,0.09681294858455658,0.07347363978624344,-0.04293208569288254,0.08708417415618896,0.06339703500270844,0.00900944136083126,-0.06796722859144211
26,0.06606851518154144,0.050274573266506195,0.10791905224323273,0.055337924510240555,0.0011329834815114737,0.0782436728477478,0.04375080764293671,-0.04415574669837952,0.12195899337530136,0.04994945600628853,0.003972829319536686,-0.05357243865728378
3900,0.06697328388690948,0.049718622118234634,0.11317422240972519,0.06418803334236145,0.001978731481358409,0.09734540432691574,0.04834544658660889,-0.04337823763489723,0.06755382567644119,0.056168969720602036,-0.007625470869243145,-0.06572692841291428
432,0.025503547862172127,0.062331702560186386,0.12396496534347534,0.05140272527933121,-0.013284777291119099,0.10600995272397995,0.06403438001871109,-0.05483650416135788,0.12609706819057465,0.048001907765865326,-0.013002097606658936,-0.08646323531866074
1112,0.058115847408771515,0.0518188551068306,0.11800040304660797,0.0471087321639061,0.0031152067240327597,0.10603755712509155,0.03931806981563568,-0.04234519600868225,0.07810544967651367,0.05802446976304054,-0.010137639939785004,-0.07723359018564224
3719,0.051902059465646744,0.05183081328868866,0.12077675759792328,0.06230023130774498,0.005338690243661404,0.10141734778881073,0.05019020289182663,-0.04195538908243179,0.06598355621099472,0.05890211835503578,-0.02295246161520481,-0.08475633710622787
3193,0.05587121471762657,0.05142909288406372,0.11549144238233566,0.05162786319851875,0.003712282283231616,0.10477425903081894,0.03576814755797386,-0.041436173021793365,0.07006294280290604,0.05402104929089546,-0.03123629465699196,-0.09097369015216827
2408,0.06903710961341858,0.048214711248874664,0.09863758832216263,0.07519683241844177,0.001169121591374278,0.07160992175340652,0.07277382165193558,-0.04351266846060753,0.09408142417669296,0.06543024629354477,0.01378764770925045,-0.057128965854644775
262,0.05659813433885574,0.05137256532907486,0.11407043784856796,0.07980021834373474,0.005268349312245846,0.07901350408792496,0.041203904896974564,-0.046790920197963715,0.0668579638004303,0.0650540143251419,0.0009017887059599161,-0.04741479456424713
971,0.07151678204536438,0.04950262978672981,0.10815149545669556,0.05701487138867378,0.002048008842393756,0.09266906976699829,0.04678831622004509,-0.04242663085460663,0.09002417325973511,0.05293889343738556,-0.02341121807694435,-0.09069754928350449
237,0.05422952398657799,0.049478959292173386,0.11549757421016693,0.07918514311313629,0.005396801047027111,0.07804083824157715,0.04391774535179138,-0.04976023733615875,0.08589786291122437,0.06307132542133331,0.0024906883481889963,-0.029625585302710533
2450,0.04564392939209938,0.0514923632144928,0.12006576359272003,0.04658825695514679,0.0032352495472878218,0.11687807738780975,0.04776047170162201,-0.051336079835891724,0.11062082648277283,0.055411819368600845,-0.019558317959308624,-0.08458241075277328
619,0.06113700196146965,0.05081995949149132,0.11212772130966187,0.08774584531784058,0.008049956522881985,0.06721681356430054,0.028729047626256943,-0.04816097766160965,0.04089536517858505,0.06496520340442657,-0.010490400716662407,-0.0585770457983017
3944,0.05232062563300133,0.05091090500354767,0.11326756328344345,0.04448525235056877,-0.0008960973937064409,0.10951877385377884,0.04261166602373123,-0.04680131748318672,0.0910428911447525,0.04855649545788765,-0.01955707184970379,-0.09632386267185211
434,0.04386371746659279,0.054017260670661926,0.11898531764745712,0.023952027782797813,0.002412075875326991,0.12234006822109222,0.04932237043976784,-0.05315561965107918,0.15084794163703918,0.0595664344727993,0.000176628353074193,-0.058118097484111786
651,0.03999863937497139,0.05379526689648628,0.12830768525600433,0.02135404758155346,0.0036635573487728834,0.13504037261009216,0.02608594298362732,-0.05076867341995239,0.11500517278909683,0.060219522565603256,-0.011619006283581257,-0.08745793253183365
1994,0.060942813754081726,0.0512869730591774,0.11277197301387787,0.054791513830423355,0.0039392150938510895,0.10229895263910294,0.04617666080594063,-0.043641503900289536,0.07289787381887436,0.0533304288983345,-0.03375158831477165,-0.08768663555383682
923,0.07485606521368027,0.04885111749172211,0.10736095160245895,0.05198271572589874,0.0030066135805100203,0.10314293950796127,0.03331473842263222,-0.03911450877785683,0.07666666805744171,0.05719822272658348,-0.022220315411686897,-0.09237750619649887
1586,0.05441346764564514,0.05097554996609688,0.11543536186218262,0.07836557179689407,0.008453982882201672,0.0872640386223793,0.027861308306455612,-0.05017276108264923,0.03179590404033661,0.06658897548913956,-0.006377816200256348,-0.050462618470191956
2079,0.056797534227371216,0.05095115303993225,0.11596480011940002,0.043318722397089005,0.0026485330890864134,0.10961175709962845,0.034698594361543655,-0.04032796621322632,0.06581802666187286,0.0593758188188076,-0.011215444654226303,-0.08687251061201096
2152,0.07837071269750595,0.04813770577311516,0.09507441520690918,0.07523249089717865,0.002376280492171645,0.06555040180683136,0.06930266320705414,-0.04624959081411362,0.0908883661031723,0.0568593330681324,0.016047224402427673,-0.05260293185710907
2345,0.04095670208334923,0.0529443584382534,0.1256270557641983,0.02820090390741825,0.0009332511108368635,0.13136573135852814,0.033383242785930634,-0.053979985415935516,0.1361447423696518,0.05397548899054527,0.01408044807612896,-0.05946657806634903
1800,0.07130575180053711,0.04990947246551514,0.10661791265010834,0.07037950307130814,0.00406071450561285,0.09885932505130768,0.04683011397719383,-0.044574201107025146,0.05765697360038757,0.06146710738539696,-0.01811659149825573,-0.07877791672945023
54,0.0411473885178566,0.05305074527859688,0.1250583529472351,0.018935436382889748,-0.00197763298638165,0.12577955424785614,0.03347931057214737,-0.0469808429479599,0.10386170446872711,0.05076305940747261,-0.010507594794034958,-0.06491699069738388
1297,0.06336576491594315,0.051390547305345535,0.10916511714458466,0.08253071457147598,0.008209428749978542,0.06803569197654724,0.03619537129998207,-0.05047091841697693,0.04465612769126892,0.06325799226760864,0.007697158493101597,-0.046589113771915436
444,0.05133344233036041,0.05201544985175133,0.11916638910770416,0.048535462468862534,0.004354816861450672,0.10090696811676025,0.04841551184654236,-0.046657200902700424,0.10783936083316803,0.05198359489440918,-0.013702170923352242,-0.05317317694425583
3838,0.060285139828920364,0.05024992674589157,0.1098177433013916,0.05319761857390404,0.0038036543410271406,0.09553180634975433,0.05598864331841469,-0.0468185655772686,0.07951421290636063,0.05342239886522293,-0.028646955266594887,-0.09676682949066162
1743,0.0433959998190403,0.05189823359251022,0.12245811522006989,0.03172018378973007,0.004260779358446598,0.1223243772983551,0.03630130738019943,-0.04348313808441162,0.054353438317775726,0.06213010475039482,-0.024889934808015823,-0.09002533555030823
1437,0.05199027061462402,0.051256150007247925,0.11539524793624878,0.08914302289485931,0.008704680018126965,0.06727946549654007,0.03614513948559761,-0.045603252947330475,0.02446972019970417,0.06881623715162277,-0.011624544858932495,-0.07154598087072372
